element_id,element_classes,element_target,target_url,page_url,dvce_created_tstamp
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/#,https://www.sportsingapore.gov.sg/,2020-01-09 06:33:38.612000
,[],,https://www.sportsingapore.gov.sg/athletes-coaches/course-calendar,https://www.sportsingapore.gov.sg/athletes-coaches/coachsg,2020-01-09 08:37:00.309000
,[],,https://www.sportsingapore.gov.sg/-/media/SSC/Corporate/Files/Athletes-and-Coaches/Singapore-Sports-Institute/High-Performance-Sports/High-Performance-Planning/04092019_Singapore-High-Performance-Sports-Handbook-2019.pdf?la=en&hash=68F2211CBFDC6FC35A268092E509F8E18E3E9C54,https://www.sportsingapore.gov.sg/Athletes-Coaches/Singapore-Sport-Institute/High-Performance-Sport/High-Performance-Planning,2020-01-09 08:49:23.748000
ctl20_ctl02_repeater_link_0,[],,https://www.sportsingapore.gov.sg/About-Us,https://www.sportsingapore.gov.sg/about-us/facilities,2020-01-09 08:56:00.392000
,"[""dd-toggle""]",,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/National-Registry-of-Coaches/How-to-be-an-NROC-Coach#,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/National-Registry-of-Coaches/How-to-be-an-NROC-Coach,2020-01-09 10:03:11.062000
content_0_repeater_titleLink_2,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Singapore-Coach-Excellence-Programme-SG-Coach/SG-Coach-Technical-Programme-Accreditation,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach,2020-01-09 10:07:18.047000
,"[""icn""]",,https://www.sportsingapore.gov.sg/#,https://www.sportsingapore.gov.sg/,2020-01-09 15:32:35.015000
,[],_blank,https://www.myactivesg.com/Whats-On/Team-Nila-Sport-Volunteer-Drive,https://www.sportsingapore.gov.sg/Sports-Education/History-of-Singapore-Sports/Sporting-Events,2020-01-12 22:12:05.470000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/athletes-coaches/singapore-sport-institute#,https://www.sportsingapore.gov.sg/athletes-coaches/singapore-sport-institute,2020-01-04 00:01:46.477000
,[],_blank,http://www.youtube.com/singaporesports,https://www.sportsingapore.gov.sg/Newsroom/Media-Releases?pg=45,2020-01-04 00:20:01.904000
,[],,https://www.sportsingapore.gov.sg/-/media/SSC/Corporate/Files/About/Annual-Reports/SportSG-FY18-Annual-Report.pdf?la=en&hash=602152E4295509D21A1E5DEB97F399C59C96ADE9,https://www.sportsingapore.gov.sg/about-us/annual--reports,2020-01-04 00:20:45.479000
,[],,https://www.sportsingapore.gov.sg/,https://www.sportsingapore.gov.sg/search?q=Video&cx=ssc,2020-01-04 00:30:47.896000
,[],,https://www.sportsync.sg/,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/National-Registry-of-Coaches/How-to-be-an-NROC-Coach,2020-01-04 01:02:07.665000
content_0_ctl03_repeater_ItemLink_0,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Course-Calendar/2020/Understanding-Youth-Athletes-Early-Specialisation-and-Athletic-Skills-Model-by-NYSI,https://www.sportsingapore.gov.sg/Athletes-Coaches/Course-Calendar,2020-01-04 01:09:10.054000
,[],,https://www.sportsingapore.gov.sg/-/media/SSC/Corporate/Files/Athletes-and-Coaches/For-Coaches/National-Registry-of-Coaches/Accredited-Standard-First-Aid-Courses/List-of-accredited-SFA-training-centres-(2018---2019)_16aug2019.pdf?la=en&hash=02FC43AAD870A4F46BB00156288F0C2804EC93D6,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches/accredited-standard-first-aid-with-aed-courses,2020-01-04 01:17:36.700000
ctl20_ctl02_repeater_ctl00_2_link_0,[],,https://www.sportsingapore.gov.sg/Sports-Education/Sports-Leadership,https://www.sportsingapore.gov.sg/SportCares,2020-01-04 01:17:40.516000
,[],,https://www.myactivesg.com/Sports/Find-a-National-Sports-Association,https://www.sportsingapore.gov.sg/National-Sports-Associations,2020-01-04 02:12:54.573000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/athletes-coaches/course-calendar/2016/sg-coach-level-2-badminton-technical-course#,https://www.sportsingapore.gov.sg/athletes-coaches/course-calendar/2016/sg-coach-level-2-badminton-technical-course,2020-01-04 02:28:44.079000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/athletes-coaches/course-calendar/2016/ioc-sports-administrator-course#,https://www.sportsingapore.gov.sg/athletes-coaches/course-calendar/2016/ioc-sports-administrator-course,2020-01-04 02:48:20.451000
ctl22_repeater_link_1,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/CoachSG,https://www.sportsingapore.gov.sg/athletes-coaches/course-calendar,2020-01-04 02:51:02.409000
ctl20_ctl02_repeater_ctl00_3_link_0,[],,https://www.sportsingapore.gov.sg/Newsroom/Media-Releases,https://www.sportsingapore.gov.sg/About-Us,2020-01-04 02:53:25.468000
content_0_repeater_moreLink_3,"[""icn-readmore""]",,https://www.sportsingapore.gov.sg/Athletes-Coaches/Singapore-Sport-Institute/Sport-Medicine,https://www.sportsingapore.gov.sg/Athletes-Coaches/Singapore-Sport-Institute,2020-01-04 03:08:04.903000
ctl22_repeater_innerRepeater_3_link_3,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Singapore-Sport-Institute/Sport-Medicine,https://www.sportsingapore.gov.sg/Athletes-Coaches/Singapore-Sport-Institute/Sport-Medicine,2020-01-04 03:08:29.119000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/#,https://www.sportsingapore.gov.sg/,2020-01-04 03:30:24.556000
,"[""dd-toggle""]",,https://www.sportsingapore.gov.sg/athletes-coaches/singapore-sport-institute#,https://www.sportsingapore.gov.sg/athletes-coaches/singapore-sport-institute,2020-01-04 04:05:39.886000
,[],,https://www.sportsingapore.gov.sg/,https://www.sportsingapore.gov.sg/search?q=netball&cx=ssc,2020-01-04 04:10:37.429000
ctl24_repeater_link_2,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Singapore-Sport-Institute/Athlete-Services-and-Development,https://www.sportsingapore.gov.sg/athletes-coaches/singapore-sport-institute/athlete-services-and-development/team-singapore-card,2020-01-04 04:15:08.617000
,[],,http://www.sportsingapore.gov.sg/athletes-coaches/course-calendar,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/continuing-coach-development/continuing-coaching-education,2020-01-04 04:40:58.565000
content_0_repeater_moreLink_2,"[""icn-readmore""]",,https://www.sportsingapore.gov.sg/Sports-Education/Sports-Leadership/Game-For-Life,https://www.sportsingapore.gov.sg/Sports-Education/Sports-Leadership,2020-01-04 04:44:09.389000
content_0_repeater_moreLink_3,"[""icn-readmore""]",,https://www.sportsingapore.gov.sg/Sports-Education/Values-and-Principles-in-Sports,https://www.sportsingapore.gov.sg/Sports-Education,2020-01-04 04:54:09.767000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches/how-to-renew-nroc-membership#,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches/how-to-renew-nroc-membership,2020-01-04 06:08:09.544000
,[],,http://www.sportsync.sg/,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches/how-to-be-an-nroc-coach,2020-01-04 07:02:55.414000
,[],_blank,http://www.myactivesg.com/facilities,https://www.sportsingapore.gov.sg/about-us/facilities,2020-01-04 07:06:55.198000
content_0_repeater_titleLink_0,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/National-Registry-of-Coaches/How-to-be-an-NROC-Coach,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/National-Registry-of-Coaches,2020-01-04 07:10:03.695000
,[],,http://www.sportsync.sg/,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/National-Registry-of-Coaches/How-to-be-an-NROC-Coach,2020-01-04 07:10:09.725000
,[],_blank,https://sportshub.spydus.com.sg/cgi-bin/spydus.exe/MSGTRN/OPAC/HOME,https://www.sportsingapore.gov.sg/sports-education/singapore-sports-hub-library,2020-01-04 08:14:50.920000
content_0_repeater_moreLink_0,"[""icn-readmore""]",,https://www.sportsingapore.gov.sg/Careers/Job-Listings,https://www.sportsingapore.gov.sg/careers,2020-01-04 08:38:12.744000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/athletes-coaches/singapore-sport-institute/sport-medicine#,https://www.sportsingapore.gov.sg/athletes-coaches/singapore-sport-institute/sport-medicine,2020-01-04 08:48:50.063000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/contact-us#,https://www.sportsingapore.gov.sg/contact-us,2020-01-04 08:54:15.311000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/careers#,https://www.sportsingapore.gov.sg/careers,2020-01-04 09:09:39.242000
ctl20_ctl02_repeater_link_5,[],,https://www.sportsingapore.gov.sg/Careers,https://www.sportsingapore.gov.sg/careers,2020-01-04 09:09:41.731000
content_0_repeater_titleLink_0,[],,https://www.sportsingapore.gov.sg/Careers/Job-Listings,https://www.sportsingapore.gov.sg/careers,2020-01-04 09:14:59.199000
,"[""job-link""]",,https://www.sportsingapore.gov.sg/Careers/Job-Listings?job=537037,https://www.sportsingapore.gov.sg/Careers/Job-Listings?job=537037,2020-01-04 09:16:29.368000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/SportCares#,https://www.sportsingapore.gov.sg/SportCares,2020-01-04 11:02:34.911000
content_0_repeater_titleLink_0,[],,https://www.sportsingapore.gov.sg/Careers/Job-Listings,https://www.sportsingapore.gov.sg/careers,2020-01-04 11:47:15.487000
ctl20_ctl02_repeater_ctl00_1_link_3,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Athletes-Corner,https://www.sportsingapore.gov.sg/Sports-Education/Sports-Safety,2020-01-04 11:57:20.439000
,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Course-Calendar,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/continuing-coach-development/continuing-coaching-education,2020-01-10 08:43:42.933000
,"[""gs-title""]",_parent,https://www.google.com/url?client=internal-element-cse&cx=008383640718087312067:k4p7eo1qch0&q=https://members.myactivesg.com/programmes/view/program/11/venue/727&sa=U&ved=2ahUKEwik34OC0_jmAhWTguYKHRCoAV8QFjAAegQIAxAB&usg=AOvVaw1jB0YoysgsD0aJr5RWP8TB,https://www.sportsingapore.gov.sg/search?q=hatha%20yoga%20yishun&cx=ssc,2020-01-10 08:48:54.056000
,"[""apply-link""]",,https://secure.dc6.pageuppeople.com/apply/688/gateway/?c=apply&lJobID=537252&lJobSourceTypeID=796&sLanguage=en,https://www.sportsingapore.gov.sg/Careers/Job-Listings?job=537252,2020-01-10 09:08:50.786000
content_0_repeater_titleLink_0,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/National-Registry-of-Coaches/How-to-be-an-NROC-Coach,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/National-Registry-of-Coaches,2020-01-10 09:48:46.592000
ctl22_repeater_innerRepeater_4_link_2,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/National-Registry-of-Coaches,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/National-Registry-of-Coaches/How-to-be-an-NROC-Coach,2020-01-10 10:12:09.290000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/#,https://www.sportsingapore.gov.sg/,2020-01-10 10:40:54.414000
,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/CoachSG,https://www.sportsingapore.gov.sg/,2020-01-10 10:41:06.409000
,[],,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach,https://www.sportsingapore.gov.sg/Athletes-Coaches/CoachSG,2020-01-10 10:41:15.582000
,[],,https://www.myactivesg.com/Sports/Find-a-Coach,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches,2020-01-10 10:52:33.727000
content_0_ctl03_repeater_ItemLink_3,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Course-Calendar/2020/Understanding-Youth-Athletes-Effective-Youth-Coaching-by-NYSI,https://www.sportsingapore.gov.sg/Athletes-Coaches/Course-Calendar?pg=1,2020-01-10 10:57:03.010000
,[],,https://www.sportsingapore.gov.sg/,https://www.sportsingapore.gov.sg/,2020-01-10 11:10:33.290000
,[],,http://www.sportsync.sg/,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches/how-to-be-an-nroc-coach,2020-01-11 00:51:47.003000
,[],,https://www.myactivesg.com/Sports/Find-a-Coach,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/National-Registry-of-Coaches,2020-01-11 01:56:40.067000
,"[""dd-toggle""]",,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach/basic-sports-science-course#,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach/basic-sports-science-course,2020-01-11 04:29:25.019000
ctl22_repeater_innerRepeater_4_link_1,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Singapore-Coach-Excellence-Programme-SG-Coach,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Coaches-Day,2020-01-11 06:38:17.482000
ctl22_repeater_innerRepeater_4_innerRepeater_2_link_0,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/National-Registry-of-Coaches/How-to-be-an-NROC-Coach,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/National-Registry-of-Coaches/How-to-be-an-NROC-Coach,2020-01-11 06:58:44.598000
,[],,https://www.sportsingapore.gov.sg/-/media/SSC/Corporate/Files/Athletes-and-Coaches/For-Coaches/National-Registry-of-Coaches/Accredited-Standard-First-Aid-Courses/List-of-accredited-SFA-training-centres-(2019---2020)_10jan2020.pdf?la=en&hash=28A3381C766CDCAD29632FB6C0FBBB8087720249,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches/accredited-standard-first-aid-with-aed-courses,2020-01-11 08:19:44.297000
content_0_ctl10_imageLink1,[],,https://www.sportsingapore.gov.sg/Newsroom/Publications/2019/2/LIVE-Issue-8,https://www.sportsingapore.gov.sg/,2020-01-11 11:38:29.260000
content_0_ctl10_imageLink1,[],,https://www.sportsingapore.gov.sg/Newsroom/Publications/2019/2/LIVE-Issue-8,https://www.sportsingapore.gov.sg/,2020-01-11 11:39:04.802000
content_0_ctl10_imageLink1,[],,https://www.sportsingapore.gov.sg/Newsroom/Publications/2019/2/LIVE-Issue-8,https://www.sportsingapore.gov.sg/,2020-01-11 11:39:06.909000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/Careers#,https://www.sportsingapore.gov.sg/Careers,2020-01-11 13:17:23.747000
,[],,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/continuing-coach-development,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches,2020-01-11 13:22:07.081000
,"[""job-link""]",,https://www.sportsingapore.gov.sg/Careers/Job-Listings?job=536137,https://www.sportsingapore.gov.sg/Careers/Job-Listings?job=536137,2020-01-11 15:58:39.149000
,"[""job-link""]",,https://www.sportsingapore.gov.sg/Careers/Job-Listings?job=536145,https://www.sportsingapore.gov.sg/Careers/Job-Listings?job=536145,2020-01-11 15:59:00.943000
,[],_blank,http://www.myactivesg.com/?utm_source=sportsingapore&utm_medium=hyperlink&utm_term=myactivesg&utm_content=broilerplate&utm_campaign=media release,https://www.sportsingapore.gov.sg/newsroom/media-releases/2014/4/activesg100-for-every-singaporean-to-play-sport,2020-01-11 16:09:38.622000
ctl22_repeater_innerRepeater_4_link_1,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Singapore-Coach-Excellence-Programme-SG-Coach,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Continuing-Coach-Development,2020-01-11 16:16:59.240000
ctl24_repeater_link_0,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches,https://www.sportsingapore.gov.sg/Athletes-Coaches/Course-Calendar,2020-01-11 12:46:45.531000
,[],,http://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner,2020-01-11 14:37:51.160000
ctl22_repeater_innerRepeater_4_innerRepeater_1_link_1,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Singapore-Coach-Excellence-Programme-SG-Coach/SG-Coach-Level-1-Theory-Programme,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Singapore-Coach-Excellence-Programme-SG-Coach/Replacement-of-Lost-Certificate,2020-01-11 16:15:25.934000
,[],,https://www.rp.edu.sg/ace/short-course/Detail/sg-coach-theory--level-1-(SG-Coach),https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach/sg-coach-level-1-theory-programme,2020-01-11 17:36:37.412000
,[],,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach/basic-sports-science-course/basic-sports-science-course-waiver,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach/basic-sports-science-course,2020-01-11 19:37:07.393000
,"[""cta-btn""]",blank,http://sportsingapore.gov.sg/sports-education/sports-education-programme/coach-criteria,https://www.sportsingapore.gov.sg/sports-education/sports-education-programme,2020-01-11 23:50:25.173000
,[],,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/continuing-coach-development,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches,2020-01-12 00:35:06.879000
content_0_ctl03_repeater_ItemLink_9,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Course-Calendar/2020/Sports-Taping-Workshop,https://www.sportsingapore.gov.sg/athletes-coaches/course-calendar,2020-01-12 00:36:39.909000
ctl22_repeater_innerRepeater_4_innerRepeater_1_link_0,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Singapore-Coach-Excellence-Programme-SG-Coach/Basic-Sports-Science-Course,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach,2020-01-03 03:38:19.826000
content_0_repeater_moreLink_2,"[""icn-readmore""]",,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Singapore-Coach-Excellence-Programme-SG-Coach/SG-Coach-Technical-Programme-Accreditation,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach,2020-01-03 03:41:34.918000
ctl20_ctl02_repeater_link_0,[],,https://www.sportsingapore.gov.sg/About-Us,https://www.sportsingapore.gov.sg/About-Us/Facilities,2020-01-03 04:28:47.804000
,"[""dd-toggle""]",,https://www.sportsingapore.gov.sg/About-Us#,https://www.sportsingapore.gov.sg/About-Us,2020-01-03 05:12:56.340000
ctl20_ctl02_repeater_ctl00_1_ctl00_2_link_0,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/National-Registry-of-Coaches,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach,2020-01-03 05:26:40.451000
content_0_ctl03_repeater_ItemLink_0,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Course-Calendar/2020/Understanding-Youth-Athletes-Early-Specialisation-and-Athletic-Skills-Model-by-NYSI,https://www.sportsingapore.gov.sg/athletes-coaches/course-calendar,2020-01-03 05:32:26.540000
,[],,https://www.rp.edu.sg/ace/short-course/Detail/basic-sports-science-(bss),https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach/basic-sports-science-course,2020-01-03 05:52:31.097000
ctl20_ctl02_repeater_link_0,[],,https://www.sportsingapore.gov.sg/About-Us,https://www.sportsingapore.gov.sg/,2020-01-03 06:15:17.627000
,"[""job-link""]",,https://www.sportsingapore.gov.sg/Careers/Job-Listings?job=537037,https://www.sportsingapore.gov.sg/Careers/Job-Listings?job=537037,2020-01-03 06:36:06.878000
,"[""dd-toggle""]",,https://www.sportsingapore.gov.sg/#,https://www.sportsingapore.gov.sg/,2020-01-03 06:48:11.110000
,"[""dd-toggle""]",,https://www.sportsingapore.gov.sg/Sports-Education#,https://www.sportsingapore.gov.sg/Sports-Education,2020-01-03 07:07:39.180000
,[],,tel:6500 5000,https://www.sportsingapore.gov.sg/Contact-Us,2020-01-03 07:13:33.429000
,"[""nav-link""]",,https://www.sportsingapore.gov.sg/Contact-Us,https://www.sportsingapore.gov.sg/athletes-coaches/course-calendar/2014/swimsafer-instructors-course-18-to-19-sept-2014,2020-01-03 07:38:30.835000
ctl22_repeater_link_2,[],,https://www.sportsingapore.gov.sg/About-Us/Our-Corporate-Structure,https://www.sportsingapore.gov.sg/About-Us/Vision-2030,2020-01-03 07:42:28.227000
ctl22_repeater_innerRepeater_4_innerRepeater_1_link_2,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Singapore-Coach-Excellence-Programme-SG-Coach/SG-Coach-Technical-Programme-Accreditation,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Singapore-Coach-Excellence-Programme-SG-Coach/SG-Coach-Level-1-Theory-Programme,2020-01-03 07:43:11.601000
,"[""job-link""]",,https://www.sportsingapore.gov.sg/careers/job-listings?job=536176,https://www.sportsingapore.gov.sg/careers/job-listings?job=536176,2020-01-03 09:44:18.507000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/#,https://www.sportsingapore.gov.sg/,2020-01-03 10:29:13.940000
ctl20_ctl02_repeater_link_5,[],,https://www.sportsingapore.gov.sg/Careers,https://www.sportsingapore.gov.sg/athletes-coaches/singapore-sport-institute,2020-01-03 11:10:02.611000
,[],,https://www.sportsingapore.gov.sg/-/media/SSC/Corporate/Files/Athletes-and-Coaches/For-Coaches/Coach-Development/Coaching-Learning-Resources/Reflection-Example-2.pdf?la=en&hash=712DC9CC33C985C3A5781602FAE0435451738CD1,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/continuing-coach-development/continuing-coaching-education,2020-01-03 12:43:55.618000
,"[""job-link""]",,https://www.sportsingapore.gov.sg/careers/job-listings?job=536872,https://www.sportsingapore.gov.sg/careers/job-listings?job=536872,2020-01-03 13:25:24.310000
,"[""job-link""]",,https://www.sportsingapore.gov.sg/Careers/Job-Listings?job=536463,https://www.sportsingapore.gov.sg/Careers/Job-Listings?job=536463,2020-01-03 13:30:01.977000
ctl20_ctl02_repeater_link_0,[],,https://www.sportsingapore.gov.sg/About-Us,https://www.sportsingapore.gov.sg/,2020-01-03 13:44:06.914000
,[],,https://www.sportsingapore.gov.sg/,https://www.sportsingapore.gov.sg/Partner-with-Us/ActiveSG-Programme-Partnership,2020-01-03 13:46:51.947000
,[],,http://www.sportsync.sg/,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches/how-to-be-an-nroc-coach,2020-01-03 14:06:47.746000
ctl22_repeater_link_0,[],,https://www.sportsingapore.gov.sg/Sports-Education/Sports-Education-Programme,https://www.sportsingapore.gov.sg/Sports-Education,2020-01-03 14:16:04.107000
content_0_repeater_titleLink_1,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/National-Registry-of-Coaches/How-to-renew-NROC-Membership,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches,2020-01-03 14:24:42.841000
,"[""dd-toggle""]",,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach/basic-sports-science-course#,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach/basic-sports-science-course,2020-01-03 14:28:07.978000
,"[""icn-readmore""]",,https://www.sportsingapore.gov.sg/Athletes-Coaches/Course-Calendar,https://www.sportsingapore.gov.sg/,2020-01-03 15:54:34.786000
content_0_repeater_moreLink_1,"[""icn-readmore""]",,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Singapore-Coach-Excellence-Programme-SG-Coach/SG-Coach-Level-1-Theory-Programme,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach,2020-01-12 17:44:52.355000
ctl22_repeater_innerRepeater_6_link_0,[],,https://www.sportsingapore.gov.sg/Sports-Education/History-of-Singapore-Sports/Sports-in-Colonial-Times,https://www.sportsingapore.gov.sg/Sports-Education/History-of-Singapore-Sports/Sports-in-Independent-Singapore,2020-01-12 17:51:11.233000
,[],_blank,https://members.myactivesg.com/,https://www.sportsingapore.gov.sg/about-us/facilities,2020-01-12 17:55:51.481000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/Sports-Education/History-of-Singapore-Sports/Sports-Clubs#,https://www.sportsingapore.gov.sg/Sports-Education/History-of-Singapore-Sports/Sports-Clubs,2020-01-12 22:10:55.568000
ctl20_ctl02_repeater_link_0,[],,https://www.sportsingapore.gov.sg/About-Us,https://www.sportsingapore.gov.sg/,2020-01-12 22:47:37.267000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/#,https://www.sportsingapore.gov.sg/,2020-01-04 00:03:03.429000
ctl20_ctl02_repeater_link_0,[],,https://www.sportsingapore.gov.sg/About-Us,https://www.sportsingapore.gov.sg/,2020-01-04 00:19:06.606000
content_0_pagination_repeater_link_5,[],,https://www.sportsingapore.gov.sg/Newsroom/Media-Releases?pg=45,https://www.sportsingapore.gov.sg/Newsroom/Media-Releases,2020-01-04 00:19:42.804000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/#,https://www.sportsingapore.gov.sg/,2020-01-04 00:31:17.006000
content_0_ctl03_repeater_ItemLink_7,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Course-Calendar/2020/Creating-a-Positive-Culture-in-My-Sport,https://www.sportsingapore.gov.sg/Athletes-Coaches/Course-Calendar?pg=1,2020-01-04 01:16:25.854000
,[],,http://www.sportsync.sg/,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches/how-to-be-an-nroc-coach,2020-01-04 14:34:20.322000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/athletes-coaches/course-calendar/2016/sg-coach-level-2-badminton-technical-course#,https://www.sportsingapore.gov.sg/athletes-coaches/course-calendar/2016/sg-coach-level-2-badminton-technical-course,2020-01-04 14:41:42.465000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/athletes-coaches/course-calendar/2014/badminton-skills-test-for-sg-coach-technical-level-1#,https://www.sportsingapore.gov.sg/athletes-coaches/course-calendar/2014/badminton-skills-test-for-sg-coach-technical-level-1,2020-01-04 14:42:21.229000
ctl20_ctl02_repeater_ctl00_4_link_2,[],,https://www.sportsingapore.gov.sg/Partner-with-Us/Event-Hosting,https://www.sportsingapore.gov.sg/contact-us,2020-01-04 14:42:41.161000
,[],,https://www.sportsingapore.gov.sg/,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/National-Registry-of-Coaches,2020-01-04 15:01:47.331000
,[],,http://www.sportsync.sg/,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches/how-to-be-an-nroc-coach,2020-01-04 15:47:17.400000
